"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
1551560,"privé - psg","hors PNR","facile",0,24
1002794,"publis - communales","dans PNR","difficile",0,22
1735781,"privé - sans psg","dans PNR","difficile",0,19
832849,"publics - domaniales","hors PNR","facile",0,10
1117679,"publis - communales","hors PNR","difficile",0,12
512503,"publis - communales","dans PNR","difficile",0,7
1428318,"privé - sans psg","hors PNR","très facile",0,7
932104,"publics - domaniales","hors PNR","facile",0,14
1812694,"publics - domaniales","hors PNR","facile",0,17
219869,"publis - communales","hors PNR",NA,0,12
573572,"publis - communales","hors PNR","difficile",0,16
577645,"publics - domaniales","dans PNR","difficile",0,16
1704420,"privé - sans psg","dans PNR","difficile",0,13
53825,"publics - domaniales","hors PNR",NA,0,4
1439718,"publis - communales","dans PNR","facile",0,9
1119576,"publics - domaniales","hors PNR","très facile",0,7
1622307,"privé - sans psg","hors PNR","facile",0,2
270222,"privé - sans psg","dans PNR",NA,0,24
2054817,"publics - domaniales","hors PNR","difficile",0,2
551997,"publis - communales","hors PNR","difficile",0,18
262950,"publis - communales","hors PNR",NA,0,11
2017897,"privé - sans psg","hors PNR","moyenne",0,8
425019,"privé - sans psg","hors PNR","difficile",0,23
950919,"publis - communales","dans PNR","difficile",0,10
1722470,"publics - domaniales","hors PNR","très facile",0,12
1212191,"privé - sans psg","hors PNR","très facile",0,9
135870,"publics - domaniales","dans PNR",NA,0,12
1901034,"publis - communales","dans PNR","moyenne",0,16
501355,"publis - communales","hors PNR","difficile",0,21
736841,"privé - sans psg","dans PNR","difficile",0,5
1734731,"publis - communales","dans PNR","difficile",0,20
764025,"privé - sans psg","hors PNR","facile",0,16
430166,"publis - communales","dans PNR","difficile",0,14
762234,"publics - domaniales","dans PNR","difficile",0,16
655389,"publics - domaniales","hors PNR","difficile",0,25
612961,"publis - communales","dans PNR","difficile",0,19
1927648,"publis - communales","dans PNR","difficile",0,16
1119910,"publis - communales","dans PNR","difficile",0,15
740262,"publis - communales","dans PNR","difficile",0,9
1727237,"publis - communales","hors PNR","difficile",0,10
1218956,"publics - domaniales","hors PNR","très facile",0,7
748705,"publics - domaniales","hors PNR","difficile",0,4
270225,"privé - sans psg","hors PNR",NA,0,5
545456,"publis - communales","hors PNR","facile",0,21
901733,"publics - domaniales","hors PNR","difficile",0,16
673158,"publics - domaniales","dans PNR","difficile",0,11
224022,"publis - communales","hors PNR",NA,0,8
113667,"privé - psg","hors PNR",NA,0,9
840153,"publis - communales","hors PNR","difficile",0,8
1345384,"publis - communales","dans PNR","difficile",0,9
359273,"publics - domaniales","hors PNR","facile",0,1
1832384,"publis - communales","hors PNR","facile",0,22
1007186,"privé - sans psg","dans PNR","difficile",0,16
1839126,"privé - sans psg","hors PNR","difficile",0,25
1918194,"publis - communales","dans PNR","difficile",0,23
1613168,"publis - communales","hors PNR","facile",0,7
352498,"privé - psg","dans PNR","difficile",0,9
661908,"publics - domaniales","hors PNR","facile",0,7
1302109,"privé - sans psg","hors PNR","très facile",0,4
835530,"publis - communales","hors PNR","difficile",0,23
779031,"publics - domaniales","hors PNR","très facile",0,5
714361,"publics - domaniales","dans PNR","très facile",0,17
1610731,"publis - communales","hors PNR","difficile",0,16
1751953,"privé - sans psg","hors PNR","difficile",0,6
1927606,"publis - communales","dans PNR","très facile",0,7
756677,"publis - communales","dans PNR","facile",0,15
535254,"privé - sans psg","dans PNR","difficile",0,4
14302,"privé - psg","dans PNR",NA,0,11
813192,"publics - domaniales","dans PNR","difficile",0,14
1126675,"publis - communales","dans PNR","difficile",0,13
766071,"publics - domaniales","dans PNR","très facile",0,8
133964,"privé - sans psg","dans PNR",NA,0,14
1115137,"publis - communales","hors PNR","difficile",0,13
1454222,"publics - domaniales","hors PNR","difficile",0,9
551042,"publis - communales","dans PNR","difficile",0,11
946097,"publis - communales","dans PNR","facile",0,4
2008672,"privé - sans psg","dans PNR","facile",0,12
1840059,"publics - domaniales","dans PNR","moyenne",0,12
1319644,"publics - domaniales","hors PNR","facile",0,8
2001175,"privé - psg","hors PNR","facile",0,1
446876,"publics - domaniales","hors PNR","difficile",0,4
1526756,"publis - communales","hors PNR","très facile",0,14
2052399,"privé - sans psg","dans PNR","difficile",0,8
1436502,"publis - communales","hors PNR","facile",0,5
606676,"privé - sans psg","dans PNR","difficile",0,17
1851129,"publis - communales","dans PNR","difficile",0,23
2052837,"publis - communales","hors PNR","difficile",0,10
39083,"publics - domaniales","hors PNR",NA,0,8
52522,"publics - domaniales","hors PNR",NA,0,3
1106160,"publics - domaniales","hors PNR","moyenne",0,14
280230,"publics - domaniales","hors PNR",NA,0,6
940688,"publics - domaniales","hors PNR","facile",0,4
1540293,"privé - sans psg","hors PNR","difficile",0,12
1123505,"publis - communales","dans PNR","difficile",0,21
149295,"privé - psg","dans PNR",NA,0,6
1508544,"privé - sans psg","dans PNR","difficile",0,17
1215681,"publics - domaniales","dans PNR","difficile",0,15
582987,"publis - communales","hors PNR","difficile",0,6
1633311,"privé - sans psg","hors PNR","moyenne",0,3
1428716,"publis - communales","hors PNR","difficile",0,21
1022131,"publis - communales","dans PNR","difficile",0,11
15161,"privé - sans psg","dans PNR",NA,0,22
1123950,"publis - communales","hors PNR","difficile",0,28
2051483,"publis - communales","dans PNR","difficile",0,15
1852878,"privé - sans psg","dans PNR","difficile",0,22
1541039,"privé - sans psg","hors PNR","facile",0,19
1537810,"publics - domaniales","dans PNR","difficile",0,6
1922045,"publis - communales","dans PNR","difficile",0,9
1438612,"publis - communales","dans PNR","facile",0,14
1952510,"privé - sans psg","dans PNR","très facile",0,7
1104520,"publis - communales","dans PNR","difficile",0,7
1449355,"publis - communales","dans PNR","moyenne",0,14
731032,"publics - domaniales","hors PNR","très facile",0,5
1843243,"publics - domaniales","hors PNR","facile",0,24
1406617,"publis - communales","hors PNR","facile",0,14
54434,"publis - communales","hors PNR",NA,0,15
1530348,"publis - communales","dans PNR","difficile",0,3
1811189,"privé - psg","hors PNR","difficile",0,22
1200438,"publics - domaniales","dans PNR","facile",0,13
751340,"publis - communales","dans PNR","difficile",0,12
443119,"privé - sans psg","dans PNR","difficile",0,4
314625,"publics - domaniales","dans PNR","difficile",0,7
45064,"privé - sans psg","dans PNR",NA,0,15
1309306,"publis - communales","dans PNR","difficile",0,27
1950077,"publis - communales","hors PNR","difficile",0,15
634093,"publis - communales","dans PNR","difficile",0,8
731276,"publis - communales","dans PNR","difficile",0,26
12430,"publis - communales","dans PNR",NA,0,10
1841465,"publis - communales","hors PNR","facile",0,23
1344559,"privé - sans psg","hors PNR","facile",0,12
240388,"publics - domaniales","hors PNR",NA,0,17
269280,"publics - domaniales","hors PNR",NA,0,16
1405829,"publis - communales","dans PNR","moyenne",0,14
1327350,"publics - domaniales","dans PNR","facile",0,5
1016510,"publis - communales","hors PNR","facile",0,17
478678,"privé - sans psg","dans PNR","difficile",0,8
332129,"publics - domaniales","dans PNR","facile",0,20
1919682,"privé - sans psg","dans PNR","facile",0,8
1917645,"privé - sans psg","hors PNR","facile",0,16
604120,"publis - communales","dans PNR","facile",0,16
324637,"publics - domaniales","hors PNR","difficile",0,10
148872,"publis - communales","dans PNR",NA,0,10
1418999,"publis - communales","dans PNR","facile",0,10
751199,"publics - domaniales","hors PNR","très facile",0,5
1647457,"publics - domaniales","hors PNR","très facile",0,11
670423,"publics - domaniales","hors PNR","très facile",0,19
1846523,"publics - domaniales","dans PNR","difficile",0,9
864693,"publis - communales","hors PNR","très facile",0,17
619574,"publics - domaniales","dans PNR","très facile",0,2
1100211,"publis - communales","dans PNR","difficile",0,11
1838500,"publis - communales","dans PNR","très facile",0,17
851390,"privé - sans psg","hors PNR","difficile",0,19
1825273,"publis - communales","dans PNR","difficile",0,17
1216285,"publics - domaniales","dans PNR","facile",0,11
338289,"publis - communales","hors PNR","difficile",0,12
1025688,"privé - sans psg","dans PNR","difficile",0,16
2023736,"privé - psg","dans PNR","facile",0,11
1507619,"publis - communales","hors PNR","moyenne",0,9
1117593,"privé - sans psg","dans PNR","très facile",0,22
1652840,"publis - communales","dans PNR","facile",0,7
1802753,"publics - domaniales","hors PNR","difficile",0,6
2044531,"publics - domaniales","dans PNR","difficile",0,5
335697,"publics - domaniales","hors PNR","difficile",0,13
1807226,"privé - sans psg","dans PNR","très facile",0,1
965224,"privé - psg","dans PNR","difficile",0,8
320083,"privé - sans psg","dans PNR","facile",0,10
25019,"publics - domaniales","dans PNR",NA,0,10
28211,"publis - communales","dans PNR",NA,0,20
1802153,"privé - sans psg","dans PNR","difficile",0,8
218617,"privé - sans psg","hors PNR",NA,0,14
1016191,"publis - communales","dans PNR","difficile",0,15
1743455,"publis - communales","hors PNR","moyenne",0,11
1107224,"privé - sans psg","hors PNR","facile",0,18
544954,"publis - communales","dans PNR","facile",0,20
47495,"publis - communales","hors PNR",NA,0,9
345305,"publics - domaniales","dans PNR","très facile",0,12
39019,"publis - communales","hors PNR",NA,0,2
125473,"publis - communales","hors PNR",NA,0,10
1450703,"publics - domaniales","hors PNR","moyenne",0,19
1948353,"publis - communales","hors PNR","très facile",0,17
824435,"publics - domaniales","dans PNR","très facile",0,11
619563,"privé - psg","hors PNR","difficile",0,14
667185,"publis - communales","dans PNR","très facile",0,31
622596,"publics - domaniales","hors PNR","moyenne",0,19
2012517,"privé - sans psg","dans PNR","facile",0,21
1003345,"privé - psg","hors PNR","très facile",0,8
2017242,"publis - communales","hors PNR","difficile",0,14
1202577,"publis - communales","dans PNR","moyenne",0,20
515820,"privé - sans psg","dans PNR","difficile",0,8
320091,"publis - communales","dans PNR","difficile",0,6
1636039,"publics - domaniales","dans PNR","difficile",0,26
1933007,"publis - communales","hors PNR","difficile",0,26
1746835,"publis - communales","hors PNR","facile",0,13
10980,"publis - communales","hors PNR",NA,0,10
714907,"publis - communales","dans PNR","facile",0,7
2010731,"publis - communales","dans PNR","difficile",0,3
1702957,"publics - domaniales","dans PNR","difficile",0,17
322501,"privé - sans psg","hors PNR","facile",0,6
805726,"privé - psg","hors PNR","facile",0,12
843618,"publis - communales","hors PNR","moyenne",0,12
1031072,"privé - sans psg","hors PNR","facile",0,21
1825468,"privé - sans psg","dans PNR","facile",0,28
1111424,"privé - sans psg","dans PNR","facile",0,16
938865,"publis - communales","dans PNR","difficile",0,15
1214348,"publics - domaniales","dans PNR","difficile",0,15
1203522,"publis - communales","hors PNR","difficile",0,12
1644330,"publis - communales","dans PNR","difficile",0,4
125337,"privé - sans psg","dans PNR",NA,0,14
1200597,"publics - domaniales","dans PNR","moyenne",0,14
979605,"publics - domaniales","dans PNR","très facile",0,5
138511,"privé - sans psg","dans PNR",NA,0,20
1116701,"privé - psg","hors PNR","difficile",0,13
1500522,"publics - domaniales","hors PNR","facile",0,13
121472,"privé - sans psg","hors PNR",NA,0,12
1107834,"publics - domaniales","hors PNR","difficile",0,8
1822920,"privé - sans psg","hors PNR","moyenne",0,5
1844979,"publics - domaniales","hors PNR","facile",0,17
303436,"privé - sans psg","hors PNR","très facile",0,8
671919,"publis - communales","hors PNR","moyenne",0,20
1911513,"publics - domaniales","hors PNR","difficile",0,6
1009493,"publis - communales","dans PNR","difficile",0,6
1850522,"publics - domaniales","hors PNR","moyenne",0,11
44503,"privé - sans psg","hors PNR",NA,0,6
1100635,"privé - sans psg","hors PNR","difficile",0,13
120238,"publics - domaniales","hors PNR",NA,0,7
130597,"privé - psg","hors PNR",NA,0,20
1000892,"privé - sans psg","hors PNR","moyenne",0,5
1644765,"publis - communales","hors PNR","très facile",0,20
652289,"publis - communales","hors PNR","facile",0,16
238246,"privé - sans psg","hors PNR",NA,0,6
531556,"publis - communales","hors PNR","très facile",0,18
777059,"publics - domaniales","dans PNR","très facile",0,16
1821785,"privé - sans psg","hors PNR","très facile",0,5
1109229,"privé - sans psg","dans PNR","difficile",0,27
1335834,"privé - sans psg","dans PNR","difficile",0,15
101655,"publics - domaniales","dans PNR",NA,0,10
1830339,"publis - communales","dans PNR","très facile",0,9
1814765,"publics - domaniales","dans PNR","très facile",0,27
370415,"publics - domaniales","hors PNR","difficile",0,11
139441,"publics - domaniales","hors PNR",NA,0,5
2000457,"publis - communales","dans PNR","difficile",0,13
1546217,"privé - sans psg","hors PNR","facile",0,12
1327760,"publics - domaniales","hors PNR","difficile",0,2
662134,"publis - communales","dans PNR","difficile",0,15
109565,"privé - sans psg","hors PNR",NA,0,11
578127,"publis - communales","dans PNR","moyenne",0,9
1312210,"publis - communales","hors PNR","difficile",0,13
629195,"privé - psg","hors PNR","très facile",0,12
546607,"privé - sans psg","dans PNR","difficile",0,18
2001223,"publics - domaniales","dans PNR","difficile",0,12
222309,"publis - communales","dans PNR",NA,0,10
1020968,"publics - domaniales","hors PNR","facile",0,9
1904942,"publis - communales","dans PNR","moyenne",0,13
258665,"privé - sans psg","hors PNR",NA,0,13
227635,"publics - domaniales","dans PNR",NA,0,14
633134,"publis - communales","dans PNR","difficile",0,27
1009520,"privé - sans psg","dans PNR","difficile",0,18
735918,"publis - communales","hors PNR","très facile",0,19
2048605,"publis - communales","dans PNR","très facile",0,5
328920,"publics - domaniales","hors PNR","difficile",0,6
106402,"privé - sans psg","dans PNR",NA,0,15
1527240,"publis - communales","dans PNR","facile",0,18
1611539,"privé - sans psg","hors PNR","difficile",0,20
1213447,"publics - domaniales","dans PNR","très facile",0,7
557455,"publics - domaniales","dans PNR","difficile",0,8
1019949,"publics - domaniales","hors PNR","très facile",0,1
316166,"publics - domaniales","hors PNR","difficile",0,11
1228052,"publis - communales","dans PNR","difficile",0,15
1100555,"publis - communales","dans PNR","facile",0,7
1605533,"publics - domaniales","dans PNR","facile",0,13
1025783,"publics - domaniales","dans PNR","difficile",0,29
712384,"publis - communales","dans PNR","très facile",0,13
1509750,"publics - domaniales","hors PNR","très facile",0,26
1106008,"publics - domaniales","hors PNR","difficile",0,19
1332782,"publis - communales","hors PNR","difficile",0,17
203584,"publis - communales","hors PNR",NA,0,8
1228391,"publis - communales","hors PNR","difficile",0,16
1219067,"privé - sans psg","dans PNR","difficile",0,13
1832877,"publis - communales","dans PNR","difficile",0,11
1013272,"privé - psg","hors PNR","très facile",0,17
1936131,"publis - communales","dans PNR","facile",0,18
464413,"publics - domaniales","dans PNR","très facile",0,10
645209,"publis - communales","dans PNR","difficile",0,15
1852912,"privé - psg","dans PNR","facile",0,13
665508,"privé - sans psg","dans PNR","difficile",0,18
1116550,"privé - sans psg","dans PNR","très facile",0,11
1207302,"privé - sans psg","hors PNR","très facile",0,15
151743,"privé - sans psg","hors PNR",NA,0,3
1210631,"privé - sans psg","dans PNR","très facile",0,3
920543,"privé - sans psg","dans PNR","difficile",0,11
942915,"privé - psg","hors PNR","difficile",0,7
1925911,"publis - communales","dans PNR","facile",0,12
1652591,"publis - communales","dans PNR","difficile",0,14
1305800,"privé - sans psg","hors PNR","facile",0,16
942435,"publis - communales","hors PNR","facile",0,16
1600900,"privé - sans psg","hors PNR","moyenne",0,11
1930770,"publis - communales","dans PNR","difficile",0,14
1018505,"privé - sans psg","dans PNR","difficile",0,5
1907189,"privé - psg","hors PNR","facile",0,24
1739924,"privé - sans psg","dans PNR","difficile",0,4
103629,"publis - communales","hors PNR",NA,0,9
420037,"publis - communales","hors PNR","facile",0,29
659573,"privé - sans psg","hors PNR","très facile",0,27
1125729,"publics - domaniales","hors PNR","très facile",0,17
1417002,"publis - communales","hors PNR","facile",0,14
1802292,"publis - communales","hors PNR","difficile",0,24
1227832,"publis - communales","hors PNR","facile",0,18
1908363,"publis - communales","dans PNR","facile",0,8
1906693,"privé - psg","hors PNR","difficile",0,20
1118421,"publis - communales","dans PNR","difficile",0,23
1326490,"publis - communales","hors PNR","difficile",0,27
1918008,"privé - psg","dans PNR","difficile",0,12
1846247,"publics - domaniales","dans PNR","facile",0,21
430775,"publics - domaniales","hors PNR","facile",0,1
1620482,"publics - domaniales","hors PNR","difficile",0,21
1550845,"privé - psg","dans PNR","difficile",0,14
727441,"privé - sans psg","hors PNR","moyenne",0,19
1226524,"publis - communales","dans PNR","difficile",0,15
2041522,"publics - domaniales","dans PNR","facile",0,19
1005347,"publics - domaniales","hors PNR","facile",0,6
1432061,"publics - domaniales","hors PNR","moyenne",0,10
152564,"publics - domaniales","hors PNR",NA,0,8
372610,"publics - domaniales","dans PNR","facile",0,18
1739561,"publics - domaniales","dans PNR","difficile",0,6
15872,"privé - sans psg","dans PNR",NA,0,1
2025030,"publics - domaniales","dans PNR","difficile",0,10
1008139,"publics - domaniales","dans PNR","difficile",0,15
718393,"publis - communales","dans PNR","difficile",0,10
1803800,"publis - communales","hors PNR","difficile",0,16
1840359,"privé - psg","hors PNR","facile",0,15
53980,"publics - domaniales","hors PNR",NA,0,9
1129259,"privé - sans psg","dans PNR","très facile",0,12
901808,"publis - communales","dans PNR","difficile",0,9
541068,"publics - domaniales","dans PNR","facile",0,9
565160,"publis - communales","hors PNR","facile",0,20
1443810,"publics - domaniales","hors PNR","difficile",0,14
24310,"publis - communales","hors PNR",NA,0,6
833539,"publis - communales","hors PNR","facile",0,4
1803656,"privé - sans psg","hors PNR","facile",0,19
145369,"publis - communales","dans PNR",NA,0,19
405289,"publics - domaniales","dans PNR","difficile",0,3
18974,"publis - communales","dans PNR",NA,0,6
1440002,"publics - domaniales","dans PNR","difficile",0,45
1702137,"publis - communales","hors PNR","très facile",0,3
230605,"publis - communales","hors PNR",NA,0,15
1321527,"publics - domaniales","dans PNR","moyenne",0,12
470891,"privé - psg","dans PNR","difficile",0,18
2040664,"privé - sans psg","dans PNR","difficile",0,8
1939756,"privé - sans psg","dans PNR","difficile",0,20
1538068,"publics - domaniales","dans PNR","difficile",0,12
348537,"publis - communales","hors PNR","facile",0,9
1713503,"publics - domaniales","hors PNR","facile",0,6
2030467,"publis - communales","hors PNR","moyenne",0,22
125404,"publis - communales","dans PNR",NA,0,13
570510,"privé - sans psg","dans PNR","difficile",0,17
1939272,"privé - sans psg","hors PNR","difficile",0,6
925563,"publics - domaniales","hors PNR","difficile",0,20
1752911,"privé - sans psg","dans PNR","difficile",0,9
1734085,"publics - domaniales","dans PNR","difficile",0,19
278476,"privé - sans psg","dans PNR",NA,0,15
842426,"privé - psg","dans PNR","difficile",0,17
1616243,"publics - domaniales","dans PNR","très facile",0,5
963190,"publis - communales","dans PNR","difficile",0,16
339560,"publis - communales","dans PNR","difficile",0,13
1925964,"privé - sans psg","dans PNR","difficile",0,12
2037335,"publis - communales","dans PNR","difficile",0,8
977387,"privé - sans psg","hors PNR","facile",0,13
1618800,"publis - communales","dans PNR","très facile",0,11
1329705,"publis - communales","hors PNR","difficile",0,12
1123997,"publis - communales","dans PNR","difficile",0,33
1809726,"publis - communales","dans PNR","facile",0,11
1427505,"privé - sans psg","dans PNR","difficile",0,4
2045896,"publics - domaniales","dans PNR","difficile",0,12
848166,"privé - sans psg","dans PNR","très facile",0,14
1110647,"privé - sans psg","hors PNR","facile",0,2
949999,"privé - sans psg","hors PNR","difficile",0,19
818224,"publis - communales","dans PNR","très facile",0,30
753395,"publics - domaniales","dans PNR","difficile",0,10
1025150,"privé - sans psg","hors PNR","facile",0,12
668245,"publis - communales","dans PNR","difficile",0,6
1840444,"privé - psg","dans PNR","très facile",0,19
655989,"publics - domaniales","hors PNR","difficile",0,6
1813033,"privé - psg","hors PNR","difficile",0,15
134320,"publics - domaniales","hors PNR",NA,0,2
2033903,"publis - communales","hors PNR","moyenne",0,21
1410331,"privé - sans psg","dans PNR","difficile",0,14
573594,"privé - sans psg","dans PNR","difficile",0,19
936260,"publis - communales","dans PNR","difficile",0,21
473052,"privé - sans psg","dans PNR","facile",0,26
1723123,"publics - domaniales","dans PNR","difficile",0,25
1615781,"publis - communales","dans PNR","difficile",0,20
1643274,"publics - domaniales","dans PNR","facile",0,15
1513897,"privé - sans psg","hors PNR","difficile",0,22
1130652,"publis - communales","dans PNR","facile",0,6
1840141,"publics - domaniales","dans PNR","très facile",0,10
759101,"publics - domaniales","dans PNR","difficile",0,18
2045367,"publis - communales","hors PNR","moyenne",0,10
103523,"privé - sans psg","hors PNR",NA,0,7
502035,"publics - domaniales","hors PNR","facile",0,4
1716764,"publis - communales","dans PNR","difficile",0,17
101176,"publics - domaniales","dans PNR",NA,0,9
836673,"privé - sans psg","hors PNR","facile",0,17
1907876,"privé - sans psg","dans PNR","difficile",0,21
1352753,"publis - communales","hors PNR","difficile",0,25
1651441,"publis - communales","hors PNR","facile",0,18
1407333,"publis - communales","dans PNR","difficile",0,18
313009,"publics - domaniales","hors PNR","difficile",0,16
1653834,"publics - domaniales","dans PNR","difficile",0,23
619608,"publis - communales","dans PNR","très facile",0,14
1106428,"privé - psg","hors PNR","moyenne",0,17
1837675,"publis - communales","dans PNR","difficile",0,20
25281,"publis - communales","dans PNR",NA,0,11
562863,"publis - communales","dans PNR","facile",0,13
1203453,"publis - communales","hors PNR","difficile",0,10
1849290,"privé - sans psg","hors PNR","difficile",0,2
477757,"privé - psg","hors PNR","difficile",0,11
1029010,"privé - sans psg","dans PNR","difficile",0,19
142824,"publics - domaniales","hors PNR",NA,0,6
267104,"publics - domaniales","hors PNR",NA,0,7
807239,"privé - sans psg","hors PNR","facile",0,19
1109021,"privé - sans psg","dans PNR","difficile",0,6
1536330,"privé - sans psg","dans PNR","difficile",0,17
1121253,"publis - communales","dans PNR","difficile",0,12
849553,"publis - communales","hors PNR","très facile",0,13
453366,"publics - domaniales","dans PNR","difficile",0,1
1711082,"publis - communales","dans PNR","difficile",0,9
1502812,"privé - sans psg","dans PNR","très facile",0,7
1354108,"privé - sans psg","dans PNR","facile",0,21
1333886,"publics - domaniales","hors PNR","facile",0,27
1104475,"publics - domaniales","hors PNR","difficile",0,6
1816435,"publics - domaniales","hors PNR","difficile",0,13
458873,"publis - communales","dans PNR","facile",0,12
46926,"publics - domaniales","dans PNR",NA,0,2
1802466,"publis - communales","dans PNR","facile",0,9
1228769,"publis - communales","dans PNR","facile",0,6
874038,"publics - domaniales","dans PNR","moyenne",0,16
311677,"publics - domaniales","hors PNR","difficile",0,3
528936,"privé - sans psg","dans PNR","difficile",0,21
24212,"publis - communales","dans PNR",NA,0,2
1908616,"publis - communales","hors PNR","facile",0,11
1626585,"publics - domaniales","dans PNR","très facile",0,15
135257,"publics - domaniales","hors PNR",NA,0,25
2033870,"publis - communales","hors PNR","très facile",0,15
1535879,"publis - communales","dans PNR","difficile",0,1
1426985,"publics - domaniales","hors PNR","difficile",0,13
770405,"publis - communales","dans PNR","difficile",0,12
350229,"publics - domaniales","hors PNR","facile",0,12
1929090,"publis - communales","hors PNR","facile",0,12
1207282,"publis - communales","hors PNR","moyenne",0,18
131791,"publics - domaniales","hors PNR",NA,0,6
680133,"publics - domaniales","hors PNR","très facile",0,2
577428,"publis - communales","dans PNR","difficile",0,14
1210636,"publics - domaniales","dans PNR","moyenne",0,24
1624194,"publis - communales","hors PNR","facile",0,7
1913081,"publis - communales","hors PNR","facile",0,17
1650876,"publis - communales","dans PNR","facile",0,22
770767,"privé - psg","hors PNR","facile",0,19
605069,"publics - domaniales","dans PNR","facile",0,21
1205795,"publis - communales","dans PNR","difficile",0,12
1725523,"publis - communales","dans PNR","difficile",0,11
134419,"publics - domaniales","hors PNR",NA,0,14
1111730,"privé - sans psg","dans PNR","facile",0,20
1830922,"publis - communales","dans PNR","difficile",0,14
1539908,"publis - communales","dans PNR","difficile",0,9
1614966,"privé - sans psg","dans PNR","facile",0,9
630758,"publics - domaniales","dans PNR","très facile",0,7
609350,"publics - domaniales","hors PNR","difficile",0,12
1529745,"publis - communales","dans PNR","difficile",0,15
911513,"privé - psg","dans PNR","facile",0,24
524934,"publics - domaniales","hors PNR","moyenne",0,3
1221547,"privé - sans psg","hors PNR","difficile",0,26
367623,"publics - domaniales","dans PNR","très facile",0,12
221831,"publics - domaniales","dans PNR",NA,0,16
1927651,"publics - domaniales","hors PNR","difficile",0,14
1118477,"privé - sans psg","hors PNR","difficile",0,11
1619495,"publis - communales","dans PNR","difficile",0,19
1408729,"publis - communales","hors PNR","facile",0,14
1014755,"publics - domaniales","dans PNR","moyenne",0,11
1718949,"publis - communales","dans PNR","difficile",0,22
668991,"publis - communales","hors PNR","très facile",0,6
17461,"privé - sans psg","dans PNR",NA,0,12
1104672,"privé - sans psg","hors PNR","très facile",0,1
1753769,"privé - sans psg","hors PNR","facile",0,11
2035154,"publics - domaniales","hors PNR","difficile",0,17
2009862,"publis - communales","hors PNR","facile",0,7
49707,"privé - sans psg","hors PNR",NA,0,9
2011658,"publics - domaniales","dans PNR","facile",0,9
509332,"publis - communales","dans PNR","difficile",0,32
564281,"publics - domaniales","hors PNR","très facile",0,15
1504324,"privé - sans psg","dans PNR","très facile",0,10
1906762,"publis - communales","hors PNR","facile",0,17
1816056,"publis - communales","hors PNR","difficile",0,19
1928592,"publis - communales","dans PNR","difficile",0,4
1700357,"publis - communales","dans PNR","difficile",0,18
8363,"privé - sans psg","dans PNR",NA,0,9
509652,"publis - communales","dans PNR","moyenne",0,16
779642,"publics - domaniales","dans PNR","très facile",0,27
48135,"publics - domaniales","hors PNR",NA,0,14
1625894,"privé - psg","hors PNR","difficile",0,9
2010904,"publis - communales","dans PNR","difficile",0,16
558529,"publics - domaniales","hors PNR","difficile",0,3
2036898,"privé - sans psg","hors PNR","facile",0,12
1343426,"publis - communales","dans PNR","moyenne",0,13
411958,"publics - domaniales","hors PNR","moyenne",0,17
1218792,"publis - communales","dans PNR","facile",0,11
1928474,"publis - communales","hors PNR","très facile",0,17
966353,"privé - sans psg","dans PNR","facile",0,12
1542012,"publics - domaniales","dans PNR","facile",0,8
1806834,"publis - communales","dans PNR","difficile",0,14
1019851,"publis - communales","hors PNR","difficile",0,8
1419597,"publics - domaniales","hors PNR","difficile",0,9
1444936,"privé - sans psg","dans PNR","difficile",0,13
582778,"privé - sans psg","dans PNR","facile",0,23
516781,"publis - communales","hors PNR","difficile",0,19
1729635,"publis - communales","hors PNR","très facile",0,21
1841369,"publics - domaniales","dans PNR","difficile",0,15
1806625,"publics - domaniales","dans PNR","très facile",0,9
1220588,"privé - sans psg","hors PNR","facile",0,18
1213815,"publics - domaniales","dans PNR","moyenne",0,14
1026766,"privé - sans psg","hors PNR","très facile",0,13
1330975,"publis - communales","hors PNR","difficile",0,5
203594,"privé - sans psg","hors PNR",NA,0,14
1129463,"publis - communales","dans PNR","moyenne",0,11
1120283,"privé - psg","dans PNR","difficile",0,21
747400,"publics - domaniales","dans PNR","difficile",0,21
229768,"publis - communales","dans PNR",NA,0,7
858211,"publics - domaniales","hors PNR","difficile",0,18
1017940,"publis - communales","hors PNR","difficile",0,20
1735254,"publics - domaniales","dans PNR","facile",0,13
354898,"privé - sans psg","dans PNR","moyenne",0,8
578949,"privé - sans psg","dans PNR","difficile",0,3
1439709,"publis - communales","hors PNR","moyenne",0,17
516677,"publics - domaniales","hors PNR","facile",0,17
370408,"publics - domaniales","dans PNR","difficile",0,6
1618271,"privé - sans psg","hors PNR","très facile",0,4
1804622,"publis - communales","dans PNR","très facile",0,5
1531550,"publics - domaniales","dans PNR","difficile",0,8
1814992,"publics - domaniales","dans PNR","très facile",0,12
826464,"publis - communales","dans PNR","moyenne",0,34
656481,"publics - domaniales","hors PNR","difficile",0,4
2003130,"publics - domaniales","dans PNR","difficile",0,28
453030,"publis - communales","hors PNR","difficile",0,10
861686,"privé - sans psg","dans PNR","facile",0,11
1742335,"publis - communales","hors PNR","facile",0,21
533324,"publics - domaniales","hors PNR","difficile",0,14
1738289,"privé - sans psg","dans PNR","facile",0,2
1847308,"publics - domaniales","hors PNR","très facile",0,3
845064,"publics - domaniales","dans PNR","facile",0,12
40028,"publis - communales","hors PNR",NA,0,8
411777,"privé - sans psg","dans PNR","facile",0,25
