"idp","pro_psg","pnr","expl","nb_cut","nb_tree"
217424,"publics - domaniales","dans PNR",NA,0,12
722474,"privé - sans psg","dans PNR","très facile",0,28
1927491,"publics - domaniales","hors PNR","facile",0,11
1837301,"publis - communales","hors PNR","facile",0,11
1820461,"publics - domaniales","hors PNR","facile",0,9
1200425,"publis - communales","dans PNR","très facile",0,9
1120794,"publis - communales","dans PNR","très facile",0,11
1633495,"privé - psg","hors PNR","moyenne",0,15
440525,"publis - communales","hors PNR","difficile",0,1
1619146,"publics - domaniales","hors PNR","difficile",0,16
500928,"privé - sans psg","hors PNR","difficile",0,4
1724310,"publics - domaniales","dans PNR","difficile",0,11
1523954,"publics - domaniales","dans PNR","très facile",0,6
1652252,"privé - sans psg","dans PNR","moyenne",0,19
1613024,"publics - domaniales","dans PNR","facile",0,15
675016,"publis - communales","hors PNR","très facile",0,10
720936,"privé - sans psg","dans PNR","très facile",0,1
435394,"publics - domaniales","hors PNR","difficile",0,18
1626756,"publis - communales","dans PNR","difficile",0,5
332770,"privé - sans psg","dans PNR","facile",0,9
1824213,"publis - communales","dans PNR","difficile",0,18
1618494,"privé - psg","hors PNR","moyenne",0,18
1507119,"privé - psg","dans PNR","difficile",0,11
1623877,"privé - psg","hors PNR","difficile",0,14
841499,"publis - communales","dans PNR","difficile",0,15
5735,"publics - domaniales","hors PNR",NA,0,2
309197,"publis - communales","hors PNR","très facile",0,11
862973,"publics - domaniales","dans PNR","facile",0,3
579106,"publics - domaniales","hors PNR","difficile",0,10
262853,"privé - sans psg","dans PNR",NA,0,11
1608268,"publis - communales","dans PNR","très facile",0,15
506685,"publics - domaniales","dans PNR","difficile",0,21
629136,"publis - communales","dans PNR","difficile",0,27
1105236,"publics - domaniales","hors PNR","moyenne",0,12
1804351,"publis - communales","dans PNR","difficile",0,20
1030573,"privé - sans psg","hors PNR","facile",0,16
1849494,"publis - communales","dans PNR","difficile",0,4
1416087,"publis - communales","hors PNR","très facile",0,9
130257,"publis - communales","dans PNR",NA,0,13
536803,"publics - domaniales","dans PNR","difficile",0,24
444570,"publis - communales","dans PNR","difficile",0,18
122716,"publis - communales","hors PNR",NA,0,9
1813391,"publis - communales","hors PNR","très facile",0,5
1415090,"publics - domaniales","dans PNR","difficile",0,8
1741015,"publis - communales","hors PNR","facile",0,9
1119727,"privé - sans psg","hors PNR","très facile",0,11
628077,"privé - sans psg","hors PNR","difficile",0,15
1343525,"privé - psg","dans PNR","facile",0,13
1115773,"publics - domaniales","dans PNR","facile",0,10
1124961,"privé - psg","dans PNR","difficile",0,16
1602452,"publis - communales","hors PNR","très facile",0,10
1021197,"publics - domaniales","hors PNR","facile",0,8
1953760,"publics - domaniales","dans PNR","difficile",0,16
2017145,"publis - communales","hors PNR","facile",0,17
520856,"privé - psg","hors PNR","difficile",0,7
1645440,"publis - communales","dans PNR","difficile",0,18
1703671,"privé - psg","hors PNR","difficile",0,14
423236,"privé - sans psg","dans PNR","très facile",0,30
529837,"publics - domaniales","hors PNR","facile",0,18
746566,"privé - psg","hors PNR","difficile",0,19
1448750,"privé - sans psg","dans PNR","moyenne",0,8
1545147,"publis - communales","hors PNR","facile",0,14
460187,"privé - sans psg","dans PNR","difficile",0,19
1827084,"privé - sans psg","dans PNR","facile",0,3
268278,"publics - domaniales","dans PNR",NA,0,10
1853516,"publis - communales","dans PNR","difficile",0,14
33877,"publics - domaniales","hors PNR",NA,0,7
1608598,"publics - domaniales","dans PNR","difficile",0,15
521638,"privé - sans psg","dans PNR","difficile",0,9
673296,"publis - communales","dans PNR","très facile",0,5
1229182,"privé - psg","hors PNR","difficile",0,2
1941353,"publis - communales","dans PNR","difficile",0,15
1304689,"publis - communales","dans PNR","difficile",0,10
1829459,"publis - communales","dans PNR","très facile",0,12
718813,"privé - sans psg","hors PNR","très facile",0,15
749831,"privé - sans psg","dans PNR","très facile",0,16
1646365,"privé - sans psg","hors PNR","très facile",0,10
1711738,"publis - communales","dans PNR","difficile",0,9
562892,"publics - domaniales","hors PNR","difficile",0,8
1931824,"publics - domaniales","dans PNR","difficile",0,7
1545337,"privé - sans psg","hors PNR","facile",0,23
1449871,"publis - communales","dans PNR","difficile",0,12
1841909,"privé - sans psg","dans PNR","facile",0,19
33629,"publics - domaniales","hors PNR",NA,0,3
1717581,"publics - domaniales","dans PNR","très facile",0,13
765795,"publis - communales","hors PNR","facile",0,8
1008993,"publis - communales","dans PNR","difficile",0,7
1633387,"publics - domaniales","hors PNR","difficile",0,8
461937,"publis - communales","dans PNR","difficile",0,22
470201,"publis - communales","dans PNR","difficile",0,27
867068,"privé - sans psg","hors PNR","très facile",0,1
817665,"publis - communales","dans PNR","difficile",0,13
822862,"privé - psg","hors PNR","très facile",0,6
1737375,"privé - sans psg","dans PNR","moyenne",0,15
150549,"publis - communales","dans PNR",NA,0,12
1747100,"publics - domaniales","hors PNR","très facile",0,17
902289,"publis - communales","hors PNR","difficile",0,10
500002,"publis - communales","hors PNR","difficile",0,10
1823960,"publis - communales","hors PNR","difficile",0,15
1324663,"publics - domaniales","dans PNR","difficile",0,22
580823,"privé - sans psg","hors PNR","difficile",0,13
1924671,"publics - domaniales","hors PNR","moyenne",0,4
1620596,"privé - psg","hors PNR","difficile",0,14
133056,"publis - communales","dans PNR",NA,0,11
1808984,"publis - communales","dans PNR","facile",0,11
1826783,"publics - domaniales","dans PNR","difficile",0,9
1210902,"privé - sans psg","dans PNR","difficile",0,11
730330,"publics - domaniales","hors PNR","difficile",0,15
120709,"publis - communales","hors PNR",NA,0,29
153519,"privé - sans psg","dans PNR",NA,0,10
2002874,"privé - sans psg","dans PNR","difficile",0,18
817074,"privé - sans psg","hors PNR","très facile",0,24
1722560,"publis - communales","dans PNR","difficile",0,23
2054353,"publis - communales","hors PNR","difficile",0,4
2038580,"publics - domaniales","dans PNR","difficile",0,8
1229086,"publics - domaniales","dans PNR","facile",0,8
1654772,"privé - sans psg","dans PNR","facile",0,12
2037891,"publis - communales","dans PNR","facile",0,11
223751,"publis - communales","hors PNR",NA,0,9
2029481,"publis - communales","dans PNR","difficile",0,20
1327098,"publics - domaniales","hors PNR","difficile",0,12
1919651,"publis - communales","dans PNR","moyenne",0,13
1944022,"publics - domaniales","dans PNR","difficile",0,14
1993,"publis - communales","hors PNR",NA,0,5
1720820,"publis - communales","hors PNR","très facile",0,8
1929999,"publis - communales","hors PNR","moyenne",0,26
1111226,"publics - domaniales","dans PNR","facile",0,16
1626328,"publics - domaniales","hors PNR","difficile",0,9
1316856,"publics - domaniales","hors PNR","difficile",0,12
651610,"privé - sans psg","dans PNR","difficile",0,15
1606052,"publics - domaniales","hors PNR","très facile",0,13
246528,"privé - sans psg","hors PNR",NA,0,26
2008113,"publis - communales","dans PNR","difficile",0,13
2005914,"publis - communales","dans PNR","difficile",0,19
209592,"privé - sans psg","dans PNR",NA,0,10
2051531,"publis - communales","hors PNR","moyenne",0,16
426761,"privé - sans psg","hors PNR","facile",0,2
1129922,"publics - domaniales","hors PNR","facile",0,24
1701286,"privé - sans psg","dans PNR","moyenne",0,10
1451835,"publis - communales","dans PNR","facile",0,27
1843853,"privé - psg","dans PNR","facile",0,14
1315676,"privé - psg","dans PNR","difficile",0,14
1211994,"privé - sans psg","hors PNR","facile",0,18
276011,"publis - communales","dans PNR",NA,0,4
2010511,"privé - sans psg","dans PNR","difficile",0,14
1501939,"publics - domaniales","hors PNR","moyenne",0,31
1428596,"publis - communales","dans PNR","moyenne",0,13
1810143,"publics - domaniales","hors PNR","difficile",0,18
245614,"publis - communales","dans PNR",NA,0,8
1821152,"publis - communales","hors PNR","difficile",0,10
877295,"privé - sans psg","hors PNR","très facile",0,7
306323,"privé - sans psg","dans PNR","difficile",0,21
11946,"publics - domaniales","hors PNR",NA,0,13
1843068,"publis - communales","hors PNR","difficile",0,7
228121,"publics - domaniales","hors PNR",NA,0,5
927066,"publics - domaniales","hors PNR","facile",0,3
1547212,"publis - communales","dans PNR","facile",0,11
636238,"publics - domaniales","hors PNR","très facile",0,9
1651699,"publis - communales","hors PNR","facile",0,15
1215389,"privé - sans psg","hors PNR","très facile",0,19
464741,"privé - sans psg","dans PNR","très facile",0,1
1609279,"privé - sans psg","dans PNR","facile",0,14
2054819,"publis - communales","dans PNR","difficile",0,26
1616721,"publics - domaniales","hors PNR","difficile",0,5
18832,"publics - domaniales","hors PNR",NA,0,8
641815,"publics - domaniales","dans PNR","difficile",0,8
254590,"publics - domaniales","dans PNR",NA,0,14
447364,"publics - domaniales","dans PNR","facile",0,20
2011693,"publis - communales","dans PNR","difficile",0,13
121774,"privé - sans psg","hors PNR",NA,0,8
1616020,"publis - communales","hors PNR","difficile",0,15
1550406,"publis - communales","dans PNR","moyenne",0,8
110001,"privé - sans psg","hors PNR",NA,0,14
1924144,"publics - domaniales","dans PNR","difficile",0,1
759263,"publis - communales","dans PNR","difficile",0,12
1539661,"publis - communales","dans PNR","facile",0,25
1606904,"publis - communales","dans PNR","facile",0,19
137107,"publis - communales","dans PNR",NA,0,16
1905191,"publis - communales","dans PNR","facile",0,17
1804877,"publis - communales","dans PNR","difficile",0,27
1347868,"publics - domaniales","hors PNR","difficile",0,26
939025,"publics - domaniales","hors PNR","très facile",0,6
571348,"publics - domaniales","hors PNR","facile",0,11
1702356,"publis - communales","dans PNR","difficile",0,11
1841869,"publis - communales","hors PNR","difficile",0,21
662154,"publics - domaniales","hors PNR","facile",0,9
656615,"publis - communales","hors PNR","facile",0,13
600033,"privé - sans psg","dans PNR","facile",0,2
252581,"publis - communales","dans PNR",NA,0,18
1430872,"publics - domaniales","hors PNR","difficile",0,20
1843746,"publics - domaniales","hors PNR","facile",0,14
623733,"privé - sans psg","hors PNR","très facile",0,32
524595,"publis - communales","hors PNR","facile",0,3
673819,"publis - communales","dans PNR","très facile",0,8
681028,"privé - sans psg","dans PNR","difficile",0,11
2021802,"privé - psg","hors PNR","très facile",0,3
1524939,"publis - communales","hors PNR","difficile",0,19
138733,"publics - domaniales","hors PNR",NA,0,14
463837,"publics - domaniales","hors PNR","facile",0,20
1010879,"privé - psg","hors PNR","facile",0,7
27906,"publis - communales","dans PNR",NA,0,14
922281,"publics - domaniales","hors PNR","difficile",0,17
1643666,"privé - sans psg","dans PNR","facile",0,2
926638,"publics - domaniales","dans PNR","difficile",0,18
1331520,"publis - communales","hors PNR","facile",0,8
1651294,"publis - communales","dans PNR","difficile",0,25
1937022,"publis - communales","hors PNR","facile",0,18
11137,"privé - sans psg","dans PNR",NA,0,9
1834949,"publics - domaniales","hors PNR","difficile",0,25
806232,"privé - sans psg","hors PNR","facile",0,15
323773,"privé - sans psg","dans PNR","moyenne",0,13
772844,"publis - communales","hors PNR","très facile",0,18
2020304,"publics - domaniales","dans PNR","difficile",0,9
2010721,"privé - sans psg","hors PNR","difficile",0,17
1030338,"publis - communales","hors PNR","moyenne",0,13
931765,"publis - communales","dans PNR","difficile",0,18
1350656,"privé - sans psg","hors PNR","facile",0,13
569566,"privé - sans psg","dans PNR","très facile",0,10
1610040,"publics - domaniales","hors PNR","très facile",0,18
874174,"privé - sans psg","dans PNR","très facile",0,16
1844088,"publis - communales","dans PNR","moyenne",0,7
1850390,"publis - communales","dans PNR","difficile",0,11
1707289,"publis - communales","dans PNR","difficile",0,17
1647594,"publics - domaniales","dans PNR","très facile",0,6
147520,"publis - communales","dans PNR",NA,0,13
1109289,"publis - communales","dans PNR","difficile",0,12
918846,"publis - communales","dans PNR","difficile",0,11
1106986,"publics - domaniales","hors PNR","difficile",0,8
640588,"publics - domaniales","hors PNR","très facile",0,9
1124721,"publis - communales","dans PNR","difficile",0,17
934090,"publis - communales","dans PNR","facile",0,14
944542,"publics - domaniales","dans PNR","facile",0,25
1603066,"publis - communales","dans PNR","difficile",0,19
643710,"privé - sans psg","dans PNR","difficile",0,16
453220,"publics - domaniales","hors PNR","facile",0,8
842681,"privé - psg","hors PNR","difficile",0,14
1749073,"publics - domaniales","dans PNR","difficile",0,6
449298,"publics - domaniales","hors PNR","difficile",0,13
1124770,"publics - domaniales","dans PNR","très facile",0,10
1800947,"publics - domaniales","hors PNR","moyenne",0,18
1431890,"publics - domaniales","dans PNR","difficile",0,2
1718191,"publics - domaniales","hors PNR","très facile",0,5
1107443,"privé - sans psg","dans PNR","difficile",0,18
1928801,"publis - communales","hors PNR","facile",0,7
118328,"privé - sans psg","dans PNR",NA,0,7
1828090,"publis - communales","hors PNR","difficile",0,22
1534291,"publis - communales","dans PNR","difficile",0,15
1348204,"publics - domaniales","dans PNR","difficile",0,28
570210,"privé - sans psg","dans PNR","moyenne",0,23
2008237,"publics - domaniales","dans PNR","facile",0,10
1533043,"publics - domaniales","dans PNR","difficile",0,18
1920137,"publics - domaniales","hors PNR","très facile",0,33
1128338,"privé - sans psg","hors PNR","facile",0,15
1429015,"publis - communales","hors PNR","difficile",0,12
844562,"privé - sans psg","dans PNR","facile",0,24
904188,"publis - communales","dans PNR","moyenne",0,7
1349399,"publis - communales","hors PNR","difficile",0,23
248309,"publics - domaniales","dans PNR",NA,0,17
421216,"publics - domaniales","hors PNR","difficile",0,17
223270,"privé - sans psg","dans PNR",NA,0,11
1130378,"privé - sans psg","dans PNR","facile",0,6
1952822,"publis - communales","dans PNR","difficile",0,17
1345187,"publis - communales","dans PNR","difficile",0,12
865115,"privé - sans psg","dans PNR","facile",0,10
1303003,"privé - psg","dans PNR","facile",0,5
1009038,"publics - domaniales","dans PNR","facile",0,6
276610,"privé - sans psg","dans PNR",NA,0,6
943163,"publics - domaniales","hors PNR","facile",0,10
1351958,"privé - sans psg","dans PNR","difficile",0,13
