"idp","rich","ser_86","pro_psg","elev","tcar","esspre_fr"
1012727,15,"A13","privé - sans psg",211,5,"F"
1010951,13,"H30","publics - domaniales",992,9,"F"
1023830,56,"I21","privé - sans psg",1319,6,"F"
1025571,12,"F21","privé - psg",54,0,"R"
1013654,24,"A12","privé - sans psg",61,10,"F"
1024240,15,"B33","publics - domaniales",280,10,"F"
1002255,18,"B41","privé - sans psg",169,9,"R"
1026727,18,"A11","privé - sans psg",41,10,"F"
1022931,25,"G11","privé - sans psg",400,9,"F"
1002357,13,"J10","publis - communales",198,8,"R"
1012392,21,"B53","publis - communales",278,9,"F"
1002035,7,"B41","privé - sans psg",165,8,"F"
1010368,18,"F30","privé - sans psg",136,3,"F"
1005304,51,"H30","publics - domaniales",923,9,"R"
1010239,24,"J23","privé - psg",302,4,"F"
1021187,18,"J22","publis - communales",300,0,"F"
1012744,14,"G13","privé - sans psg",448,10,"F"
1021776,24,"G13","privé - sans psg",267,9,"F"
1014374,29,"G60","privé - sans psg",873,8,"F"
1025141,32,"G60","privé - sans psg",608,10,"F"
1008091,11,"B42","publis - communales",114,9,"F"
1028878,38,"G80","privé - sans psg",407,7,"F"
1022750,15,"G50","privé - sans psg",472,9,"F"
1012341,28,"C52","privé - sans psg",536,9,"F"
1008981,7,"B70","privé - sans psg",128,9,"R"
1017960,36,"E10","publis - communales",557,9,"F"
1029220,33,"F40","privé - sans psg",339,8,"F"
1008709,23,"B51","privé - sans psg",114,8,"F"
1021940,28,"G22","publics - domaniales",1403,6,"R"
1020738,27,"F30","privé - sans psg",430,0,"R"
1025926,21,"F15","privé - sans psg",195,10,"F"
1029947,22,"B52","privé - sans psg",167,9,"F"
1012210,18,"J23","privé - sans psg",353,8,"F"
1011250,13,"B91","privé - sans psg",288,10,"F"
1000584,23,"C51","publics - domaniales",260,10,"F"
1007299,16,"B91","privé - psg",167,10,"F"
1025685,24,"D12","publis - communales",258,8,"F"
1016292,56,"H10","publis - communales",1000,7,"R"
1003446,54,"G30","privé - sans psg",576,7,"F"
1010284,14,"C30","publis - communales",347,9,"F"
1005264,21,"G41","privé - sans psg",474,9,"F"
1003929,14,"C30","privé - sans psg",220,9,"F"
1003306,20,"C30","publis - communales",236,10,"F"
1013897,16,"C52","privé - sans psg",370,9,"F"
1021087,27,"E10","publis - communales",434,10,"F"
1010684,37,"I12","privé - sans psg",642,10,"F"
1006224,89,"E20","privé - sans psg",1442,8,"R"
1009572,32,"C20","privé - sans psg",376,9,"F"
1010054,15,"A22","privé - sans psg",42,10,"R"
1001820,49,"J23","privé - sans psg",355,8,"R"
1013059,25,"C52","privé - sans psg",341,6,"F"
1018049,49,"G41","privé - sans psg",639,8,"R"
1016819,22,"C20","publis - communales",430,9,"F"
1022984,31,"D11","privé - sans psg",540,9,"R"
1025184,23,"F15","privé - sans psg",222,10,"F"
1008645,27,"C20","publics - domaniales",226,10,"F"
1011970,32,"G41","privé - sans psg",344,10,"F"
1005401,15,"K11","privé - sans psg",722,5,"F"
1018771,17,"B61","privé - psg",40,7,"R"
1025226,13,"F21","publics - domaniales",17,5,"R"
1021355,14,"D11","publics - domaniales",272,10,"F"
1005280,9,"B61","privé - psg",88,10,"F"
1008957,20,"G13","privé - sans psg",519,9,"R"
1029213,20,"A30","privé - sans psg",148,4,"F"
1006890,18,"B10","privé - sans psg",97,9,"F"
1010104,34,"C20","publics - domaniales",344,8,"F"
1028372,20,"A22","privé - sans psg",50,1,"F"
1013695,27,"C51","privé - sans psg",201,10,"F"
1007351,27,"F52","privé - psg",114,10,"F"
1018155,16,"B32","privé - sans psg",162,9,"F"
1031249,15,"B32","privé - psg",154,8,"F"
1009064,24,"B82","privé - sans psg",116,1,"F"
1027905,27,"G22","privé - sans psg",909,9,"R"
1010197,51,"I21","privé - sans psg",1081,10,"F"
1004292,18,"B52","privé - psg",218,10,"F"
1007512,25,"C51","publis - communales",238,9,"F"
1015951,13,"B70","privé - sans psg",106,10,"F"
1029222,27,"C20","privé - sans psg",174,7,"F"
1009668,21,"C20","privé - sans psg",383,7,"R"
1020115,18,"F15","privé - sans psg",239,0,"F"
1025049,18,"B62","publics - domaniales",87,10,"F"
1009510,23,"B70","privé - sans psg",92,1,"F"
1015739,62,"G30","privé - sans psg",932,5,"F"
1026402,22,"C20","publis - communales",483,10,"F"
1020056,20,"G13","privé - sans psg",395,1,"F"
1017824,22,"A11","privé - sans psg",169,10,"F"
1020896,16,"K11","publis - communales",826,8,"R"
1010910,26,"B51","privé - sans psg",192,10,"F"
1022315,13,"A21","privé - sans psg",104,10,"F"
1016331,44,"C20","publis - communales",305,3,"F"
1019904,18,"C20","privé - sans psg",409,10,"F"
1014736,17,"F15","privé - sans psg",130,10,"F"
1006957,24,"I12","privé - sans psg",777,10,"F"
1009298,26,"G50","privé - sans psg",348,10,"F"
1003467,34,"G11","privé - sans psg",235,9,"F"
1002033,10,"G70","privé - sans psg",628,10,"F"
1002598,25,"H41","privé - sans psg",1881,6,"R"
1020054,22,"A12","privé - sans psg",59,10,"R"
1019485,40,"C20","privé - psg",411,10,"F"
1018081,48,"H42","publis - communales",1713,4,"R"
1013052,18,"F21","privé - sans psg",72,4,"R"
1012495,19,"F21","privé - sans psg",14,7,"F"
1009008,15,"F52","privé - sans psg",94,0,"F"
1001217,8,"G22","privé - sans psg",1035,7,"R"
1026745,13,"A13","publics - domaniales",203,10,"F"
1015462,90,"H22","publis - communales",1330,6,"R"
1015172,29,"I11","privé - sans psg",196,6,"F"
1003826,21,"J23","privé - sans psg",194,9,"R"
1021644,31,"J22","privé - sans psg",360,10,"R"
1009814,15,"H30","privé - sans psg",837,10,"F"
1014098,59,"E10","privé - sans psg",476,8,"R"
1008567,23,"B51","privé - sans psg",107,10,"F"
1019309,8,"B41","privé - sans psg",146,9,"F"
1024505,18,"C20","publics - domaniales",459,8,"F"
1003386,38,"C20","publis - communales",311,0,"F"
1023165,11,"B52","publis - communales",261,10,"F"
1014711,37,"B53","publis - communales",341,9,"F"
1029773,12,"B62","publics - domaniales",130,10,"F"
1017365,25,"B70","privé - psg",134,10,"F"
1030965,18,"B92","privé - psg",290,10,"F"
1010974,9,"B70","publics - domaniales",169,4,"R"
1017830,30,"H41","privé - sans psg",1289,7,"R"
1025833,44,"C30","publis - communales",231,9,"F"
1010919,18,"B42","publics - domaniales",111,8,"F"
1005319,23,"B53","privé - psg",337,9,"F"
1030430,24,"F15","privé - sans psg",142,6,"R"
1008223,19,"C30","publis - communales",250,9,"F"
1023821,17,"B22","privé - sans psg",92,9,"F"
1015316,12,"D11","privé - sans psg",696,10,"F"
1016524,37,"B23","publics - domaniales",178,8,"F"
1014674,31,"G12","privé - sans psg",272,9,"F"
1001401,10,"G13","privé - psg",524,8,"R"
1026110,48,"E10","privé - sans psg",424,8,"F"
1012302,31,"G12","privé - sans psg",447,10,"F"
1009251,12,"B70","privé - psg",110,10,"F"
1013420,16,"C30","privé - psg",274,9,"F"
1029471,22,"C20","publis - communales",370,3,"F"
1025878,37,"A11","privé - sans psg",81,10,"F"
1017558,33,"J40","publis - communales",540,3,"F"
1003872,30,"C20","privé - psg",362,7,"F"
1028904,31,"C20","privé - psg",342,4,"F"
1001287,7,"H30","publics - domaniales",1380,7,"F"
1021671,19,"A12","privé - sans psg",181,10,"F"
1028317,23,"B41","publics - domaniales",74,6,"F"
1027486,12,"F21","privé - sans psg",50,5,"R"
1007472,17,"F30","privé - sans psg",105,8,"F"
1023619,26,"E10","publis - communales",447,5,"F"
1019224,28,"H21","privé - sans psg",790,10,"F"
1006868,28,"C20","privé - psg",339,7,"R"
1000429,61,"G22","privé - sans psg",544,8,"F"
1024478,9,"F21","privé - sans psg",45,0,"F"
1016271,22,"B70","privé - psg",141,6,"F"
1016137,15,"F15","privé - sans psg",161,9,"F"
1019003,26,"A30","privé - sans psg",21,10,"F"
1023587,23,"B42","privé - sans psg",164,8,"F"
1024087,11,"B61","privé - sans psg",82,10,"F"
1014285,15,"F22","publics - domaniales",19,5,"R"
1005489,24,"G80","privé - sans psg",402,2,"F"
1012312,36,"I12","privé - sans psg",954,3,"F"
1026899,11,"G70","privé - sans psg",511,8,"R"
1017854,8,"F21","privé - sans psg",27,5,"R"
1016099,16,"F21","privé - sans psg",7,6,"F"
1024702,23,"G42","privé - sans psg",560,10,"F"
1006666,14,"F21","privé - psg",96,3,"R"
1009715,30,"C20","privé - psg",372,10,"F"
1006880,38,"J23","privé - sans psg",233,6,"R"
1029896,24,"G21","publis - communales",623,5,"R"
1000751,28,"F40","privé - sans psg",227,10,"F"
1018657,13,"H30","privé - sans psg",1180,8,"R"
1011521,14,"J23","privé - sans psg",41,9,"R"
1029488,42,"B43","privé - sans psg",191,10,"F"
1017388,36,"E20","publis - communales",612,10,"F"
1018783,34,"F30","privé - sans psg",143,7,"F"
1031104,19,"B82","privé - sans psg",125,10,"F"
1012011,17,"B70","publics - domaniales",127,10,"F"
1001953,23,"G13","privé - sans psg",583,10,"F"
1024018,41,"F40","privé - sans psg",331,6,"F"
1025675,28,"B82","privé - psg",132,8,"R"
1020421,14,"G42","privé - sans psg",738,9,"R"
1005840,43,"H10","publis - communales",1229,10,"F"
1016084,34,"E10","publis - communales",541,10,"F"
1029113,14,"C30","publis - communales",326,8,"F"
1010395,23,"A11","privé - sans psg",180,6,"F"
1010576,35,"C20","privé - sans psg",269,10,"F"
1020462,30,"G13","privé - sans psg",306,8,"F"
1018062,38,"F40","privé - psg",361,7,"F"
1019047,24,"G22","privé - sans psg",491,7,"F"
1012679,23,"C20","publis - communales",329,2,"F"
1001048,25,"C20","privé - sans psg",382,9,"F"
1021884,52,"H41","publis - communales",1180,3,"F"
1004023,16,"B70","publics - domaniales",153,9,"F"
1011712,14,"B10","privé - sans psg",130,7,"F"
1025689,10,"A22","privé - sans psg",24,9,"F"
1028198,53,"G22","privé - sans psg",839,10,"R"
1028263,11,"G13","privé - sans psg",758,0,"F"
1030994,22,"E20","publis - communales",981,9,"F"
1009005,25,"F14","privé - sans psg",93,4,"R"
1025684,38,"H10","privé - sans psg",1337,10,"F"
1020439,43,"I11","privé - sans psg",614,7,"F"
1017834,12,"D12","privé - psg",364,0,"R"
1019803,18,"J22","privé - sans psg",343,10,"F"
1009461,9,"F21","privé - sans psg",61,0,"R"
1018554,10,"B41","privé - psg",134,10,"F"
1005439,10,"C20","publis - communales",274,0,"F"
1002250,22,"K11","privé - sans psg",280,8,"F"
1003087,11,"B33","privé - psg",231,10,"F"
1014716,20,"J23","privé - sans psg",515,3,"R"
1012725,33,"E10","privé - sans psg",482,9,"F"
1027738,10,"B61","privé - psg",117,8,"F"
1001097,16,"F23","privé - sans psg",87,9,"R"
1019237,8,"D12","publics - domaniales",385,9,"F"
1013957,34,"I21","publics - domaniales",497,9,"F"
1002766,31,"D11","privé - psg",789,7,"F"
1004644,25,"B41","privé - sans psg",152,1,"F"
1020108,30,"C20","publis - communales",286,8,"F"
1025918,21,"G30","publis - communales",1301,8,"F"
1002531,30,"E10","privé - sans psg",624,10,"R"
1002996,27,"B62","privé - sans psg",88,10,"F"
1030907,22,"B10","privé - psg",126,9,"F"
1023530,29,"K12","publis - communales",1300,9,"F"
1027577,21,"I21","publis - communales",966,9,"F"
1023492,29,"J23","privé - sans psg",310,9,"R"
1001757,26,"B92","privé - psg",306,10,"F"
1011175,20,"J22","privé - sans psg",340,3,"F"
1007192,12,"F15","privé - sans psg",175,10,"F"
1030338,30,"D11","publis - communales",347,10,"F"
1004387,20,"A12","privé - sans psg",101,8,"F"
1028614,12,"F15","privé - sans psg",152,0,"F"
1018365,19,"B10","privé - psg",118,9,"F"
1019475,53,"E20","privé - sans psg",979,9,"R"
1004620,28,"B42","privé - sans psg",213,0,"F"
1016448,10,"A13","privé - psg",185,9,"R"
1000126,27,"G22","publis - communales",1040,10,"R"
1021226,46,"I22","publis - communales",1751,10,"R"
1012054,5,"F22","publics - domaniales",14,5,"R"
1006716,28,"J10","privé - sans psg",250,1,"F"
1029180,10,"D12","privé - psg",585,10,"R"
1003156,22,"J40","privé - sans psg",476,8,"F"
1023661,18,"B10","privé - sans psg",127,9,"F"
1027489,30,"B52","publics - domaniales",162,9,"F"
1009914,20,"C41","publis - communales",172,6,"F"
1031133,20,"B41","privé - sans psg",40,9,"F"
1029857,12,"F52","privé - sans psg",107,7,"F"
1006925,33,"G80","privé - psg",651,10,"R"
1017603,17,"D12","publis - communales",223,9,"F"
1025502,15,"B70","privé - psg",126,10,"R"
1006591,21,"B10","privé - sans psg",150,10,"F"
1000258,5,"G13","privé - sans psg",573,10,"F"
1016615,30,"G50","privé - psg",654,10,"F"
1030703,18,"F51","privé - psg",10,6,"F"
1012828,27,"B42","privé - psg",113,2,"F"
1018952,5,"F21","privé - psg",86,0,"R"
1023253,8,"F21","privé - psg",53,0,"F"
1015503,7,"G22","privé - sans psg",598,10,"F"
1015698,12,"G50","privé - sans psg",343,10,"F"
1023537,19,"B33","privé - psg",244,10,"F"
1005582,28,"B70","privé - psg",127,9,"R"
1004968,7,"A13","privé - psg",289,0,"R"
1024188,11,"H30","publis - communales",1136,10,"R"
1016204,25,"F15","privé - sans psg",81,6,"R"
1004901,23,"B53","privé - sans psg",208,10,"F"
1008450,12,"B42","privé - psg",115,9,"F"
1021598,11,"G22","privé - sans psg",994,10,"R"
1013755,22,"C52","privé - sans psg",513,10,"F"
1029787,27,"G50","privé - sans psg",557,10,"F"
1018623,21,"J23","publis - communales",555,1,"F"
1002052,15,"B33","privé - sans psg",256,10,"F"
1009613,36,"B23","publics - domaniales",155,8,"F"
1017794,16,"A21","privé - sans psg",150,9,"R"
1014092,20,"C20","privé - sans psg",276,10,"F"
1005807,4,"H30","publis - communales",1331,10,"F"
1025575,27,"B23","publics - domaniales",149,8,"F"
1006980,35,"F30","privé - sans psg",256,4,"F"
1006193,51,"G22","privé - sans psg",733,9,"R"
1008452,28,"C20","publis - communales",230,10,"F"
1020697,26,"J10","privé - sans psg",173,8,"F"
1027094,21,"G12","privé - sans psg",386,10,"F"
1002144,24,"E10","privé - sans psg",586,10,"F"
1027680,19,"G11","privé - sans psg",222,8,"F"
1014400,34,"C20","privé - psg",375,9,"F"
1025504,65,"H30","privé - sans psg",922,10,"R"
1023006,8,"I21","privé - sans psg",576,4,"F"
1026800,24,"I13","privé - sans psg",325,2,"F"
1026701,33,"B61","privé - sans psg",53,10,"F"
1010509,18,"B31","privé - psg",172,9,"F"
1001161,30,"C20","privé - psg",277,8,"F"
1011318,22,"F40","privé - sans psg",268,10,"F"
1003042,13,"C20","privé - psg",308,10,"F"
1026330,45,"I22","publis - communales",1025,10,"F"
1018380,17,"G13","privé - sans psg",695,9,"F"
1005702,18,"B22","privé - sans psg",134,10,"F"
1030201,12,"F21","privé - sans psg",75,4,"F"
1014251,20,"C51","publics - domaniales",262,10,"F"
1020522,10,"I12","privé - sans psg",822,10,"F"
1013875,45,"I12","privé - sans psg",1357,7,"R"
1007620,2,"F52","privé - sans psg",62,0,NA
1028692,18,"H10","privé - sans psg",1064,2,"F"
1016240,47,"C20","publis - communales",387,10,"F"
1016698,16,"F21","publis - communales",28,3,"R"
1007717,3,"G22","privé - sans psg",988,9,"R"
1025608,21,"F12","privé - psg",102,10,"F"
1029646,16,"G42","privé - psg",1160,8,"R"
1024888,21,"G21","privé - sans psg",517,10,"F"
1020349,45,"G80","privé - psg",672,8,"F"
1009957,16,"C30","publics - domaniales",336,8,"F"
1011705,32,"J23","privé - sans psg",357,9,"R"
1001236,23,"B70","privé - psg",91,9,"F"
1018741,20,"A13","privé - sans psg",191,8,"F"
1025175,15,"G11","privé - sans psg",366,9,"F"
1006165,28,"B44","privé - sans psg",109,8,"F"
1016223,26,"C20","publics - domaniales",304,8,"F"
1031206,24,"F30","privé - sans psg",413,10,"F"
1027799,17,"C30","publis - communales",370,9,"F"
1015704,11,"G13","privé - sans psg",681,9,"F"
1012997,23,"C20","publis - communales",307,8,"F"
1010874,17,"K12","publis - communales",1317,9,"R"
1031032,18,"G13","privé - sans psg",642,8,"F"
1001979,29,"C11","publics - domaniales",198,10,"F"
1005653,18,"C30","publics - domaniales",246,8,"F"
1015736,12,"F21","privé - psg",63,4,"R"
1029431,9,"F22","privé - sans psg",18,6,"R"
1003843,9,"A11","publis - communales",129,6,"R"
1008673,18,"J10","publis - communales",262,7,"R"
1003162,15,"B82","privé - sans psg",146,5,"F"
1006368,17,"B70","privé - psg",125,8,"R"
1004832,19,"J30","publis - communales",311,7,"F"
1001042,36,"G12","privé - sans psg",302,5,"F"
1001669,15,"G11","privé - psg",464,10,"F"
1000687,35,"G11","privé - sans psg",379,7,"F"
1013546,14,"G11","privé - sans psg",250,5,"F"
1029114,3,"F21","privé - psg",51,0,NA
1022701,25,"C20","publis - communales",340,9,"F"
1014904,23,"I21","privé - sans psg",374,9,"F"
1001303,16,"G13","privé - sans psg",339,9,"F"
1021934,17,"C30","privé - sans psg",229,9,"F"
1019114,11,"F15","privé - psg",198,7,"R"
1000509,27,"G70","privé - sans psg",365,5,"R"
1007191,19,"G42","privé - sans psg",935,7,"R"
1008536,15,"A11","privé - sans psg",111,10,"F"
1010811,10,"D11","publis - communales",390,7,"R"
1001714,57,"E10","privé - sans psg",538,9,"F"
1013409,49,"C20","publics - domaniales",176,7,"F"
1011783,26,"J23","privé - psg",395,10,"R"
1028178,23,"B70","privé - sans psg",110,10,"F"
1018619,10,"G42","privé - sans psg",712,9,"R"
1016362,33,"H22","privé - sans psg",827,8,"F"
1022949,27,"A13","privé - sans psg",130,5,"F"
1008066,26,"C52","privé - sans psg",500,10,"F"
1021236,28,"H30","publis - communales",1355,9,"R"
1005397,14,"G13","privé - sans psg",322,10,"F"
1000434,19,"B81","privé - sans psg",101,9,"F"
1022481,11,"G21","privé - sans psg",673,9,"F"
1029996,22,"J23","privé - sans psg",385,7,"F"
1025357,11,"B91","publics - domaniales",183,9,"F"
1014583,18,"B52","privé - sans psg",179,8,"F"
1024094,12,"K13","privé - sans psg",319,10,"F"
1017536,15,"G42","privé - sans psg",617,8,"F"
1012535,18,"J23","privé - sans psg",403,6,"R"
1013401,25,"G41","privé - sans psg",317,6,"F"
1029564,29,"G60","privé - sans psg",858,7,"R"
1009777,12,"A12","publics - domaniales",108,9,"F"
1017258,18,"A22","privé - psg",80,10,"F"
1028180,14,"B41","publics - domaniales",124,9,"F"
1010809,31,"H22","privé - sans psg",763,7,"F"
1020158,33,"E10","publis - communales",862,9,"F"
1005757,17,"A21","privé - psg",68,7,"F"
1005144,15,"F21","privé - psg",112,6,"R"
1016795,6,"J22","privé - sans psg",2,2,"F"
1006551,33,"B43","privé - sans psg",78,10,"F"
1012187,34,"G23","privé - sans psg",572,8,"F"
1009249,40,"H41","privé - sans psg",1306,1,"F"
1005462,18,"B41","privé - sans psg",55,10,"F"
1013260,17,"C30","publics - domaniales",242,9,"F"
1031253,15,"D11","privé - sans psg",453,1,"R"
1024248,17,"B52","privé - sans psg",156,10,"F"
1004512,27,"C20","publis - communales",194,9,"F"
1005588,26,"K12","privé - sans psg",1473,8,"F"
1014413,45,"G22","privé - sans psg",935,10,"R"
1031072,18,"D11","privé - sans psg",306,10,"F"
1031144,12,"F30","privé - sans psg",19,9,"F"
1014458,21,"C20","privé - sans psg",330,9,"F"
1021049,13,"B32","privé - sans psg",224,10,"F"
1028057,15,"G23","privé - psg",764,9,"R"
1025764,35,"C20","publis - communales",288,9,"F"
1007122,18,"A11","publics - domaniales",119,10,"F"
1009038,14,"D11","publics - domaniales",1020,4,"F"
1013313,24,"E10","privé - sans psg",599,8,"F"
1029643,9,"A13","privé - psg",117,9,"F"
1012253,20,"B53","privé - psg",256,9,"F"
1004785,39,"G80","privé - sans psg",504,7,"F"
1005861,18,"B41","privé - psg",35,8,"F"
1014130,22,"J23","privé - psg",158,9,"F"
1026249,11,"G11","privé - sans psg",389,10,"F"
1004294,35,"H10","publis - communales",1014,9,"R"
1025956,18,"G22","privé - sans psg",1247,4,"F"
1007207,25,"C52","privé - sans psg",210,7,"F"
1021389,44,"H42","privé - sans psg",1782,4,"R"
1021300,21,"B10","privé - sans psg",80,9,"R"
1024695,63,"H10","privé - sans psg",1617,1,"F"
1027420,9,"B92","privé - sans psg",407,10,"F"
1025940,49,"G30","privé - sans psg",819,9,"F"
1031346,30,"I21","publis - communales",742,9,"F"
1029647,10,"F22","publics - domaniales",31,0,"F"
1014525,49,"J10","privé - sans psg",347,6,"F"
1000828,26,"C30","privé - sans psg",213,8,"F"
1014163,26,"J23","publis - communales",256,6,"R"
1023775,9,"D12","publis - communales",461,7,"F"
1011915,12,"B53","privé - sans psg",232,10,"F"
1002043,16,"J23","privé - sans psg",283,9,"F"
1009522,13,"C52","privé - sans psg",561,10,"F"
1009524,19,"F30","privé - sans psg",145,10,"F"
1020534,16,"B92","privé - sans psg",387,10,"F"
1000908,17,"G70","privé - sans psg",635,9,"F"
1030895,20,"B10","privé - psg",108,8,"F"
1026711,14,"B82","privé - psg",152,9,"F"
1026736,22,"G22","privé - sans psg",978,8,"R"
1015586,16,"C20","publis - communales",539,8,"R"
1018137,30,"G21","publis - communales",929,8,"R"
1003502,37,"G22","privé - sans psg",751,0,"F"
1028893,11,"F23","privé - sans psg",63,0,"F"
1012565,43,"I21","publis - communales",914,9,"F"
1017578,28,"G11","privé - psg",417,8,"R"
1004932,15,"C20","privé - sans psg",207,10,"F"
1003047,25,"G22","publis - communales",1123,10,"F"
1027164,45,"C20","privé - sans psg",285,4,"F"
1016184,25,"G13","privé - sans psg",592,9,"F"
1021145,23,"B91","privé - psg",230,10,"F"
1008189,21,"F15","privé - sans psg",220,7,"F"
1000438,25,"C52","privé - sans psg",433,10,"F"
1026432,14,"B51","privé - sans psg",186,10,"F"
1007454,23,"C11","publics - domaniales",332,7,"R"
1010969,10,"A13","publics - domaniales",242,10,"R"
1000546,6,"B81","privé - sans psg",30,5,"F"
1028447,48,"C20","publics - domaniales",356,7,"F"
1013366,49,"J10","privé - sans psg",115,8,"R"
1017323,27,"F15","privé - sans psg",174,7,"F"
1007906,19,"G22","privé - sans psg",982,9,"R"
1020255,30,"C11","privé - psg",204,9,"F"
1009339,38,"J10","privé - sans psg",256,8,"F"
1002067,23,"D11","privé - sans psg",491,10,"F"
1016068,34,"F14","privé - sans psg",69,7,"F"
1011263,23,"B22","privé - sans psg",65,0,"F"
1021556,11,"C52","privé - sans psg",565,2,"F"
1009553,23,"B62","privé - sans psg",122,4,"F"
1005904,18,"B82","privé - sans psg",133,9,"F"
1003515,17,"C51","privé - sans psg",205,8,"F"
1022631,24,"G12","publis - communales",294,10,"F"
1005185,33,"G21","privé - sans psg",771,9,"F"
1002904,22,"G22","privé - psg",857,0,"R"
1015919,41,"G22","privé - sans psg",947,10,"R"
1009841,15,"F22","privé - sans psg",26,4,"R"
1008553,37,"B31","privé - psg",277,10,"F"
1000786,24,"C20","publis - communales",208,10,"F"
1003715,28,"C20","privé - sans psg",250,6,"R"
1005379,35,"B53","privé - psg",239,8,"F"
1005248,40,"E20","publis - communales",807,8,"F"
1008161,10,"F23","privé - sans psg",111,1,"F"
1029501,13,"B70","privé - psg",109,1,"F"
1030300,11,"G22","privé - sans psg",1367,8,"F"
1013929,22,"F30","privé - sans psg",167,9,"F"
1002734,41,"E10","publis - communales",375,9,"F"
1019333,56,"J21","privé - sans psg",100,10,"F"
1026274,32,"B41","privé - psg",195,10,"F"
1024825,42,"I22","privé - sans psg",1016,10,"F"
1011982,36,"H42","publis - communales",2178,7,"R"
1001833,37,"G70","publics - domaniales",1031,8,"R"
1005310,14,"F30","privé - sans psg",275,9,"F"
1008115,11,"B52","privé - sans psg",206,10,"F"
1019971,14,"B91","privé - psg",231,9,"F"
1016986,79,"E20","publis - communales",985,7,"F"
1028437,28,"G13","privé - sans psg",556,8,"F"
1020833,11,"C30","privé - psg",277,9,"F"
1020334,30,"G60","privé - sans psg",875,6,"R"
1017022,30,"I13","publis - communales",339,3,"F"
1024496,15,"A21","privé - psg",34,9,"F"
1022282,51,"G13","privé - sans psg",681,9,"F"
1016461,27,"G11","privé - sans psg",338,8,"F"
1000279,16,"A12","privé - psg",115,10,"R"
1000452,16,"B70","privé - sans psg",129,6,"F"
1016574,16,"H30","privé - sans psg",643,9,"R"
1029484,23,"G22","privé - sans psg",704,10,"F"
1027684,15,"B70","privé - sans psg",148,9,"F"
1028814,8,"G80","privé - sans psg",859,10,"F"
1008148,35,"G22","privé - sans psg",1025,6,"R"
1009213,14,"C51","privé - sans psg",189,2,"F"
1018473,21,"D11","publics - domaniales",629,7,"F"
1013993,33,"C20","privé - sans psg",286,8,"F"
1014733,41,"I12","publics - domaniales",1626,8,"R"
1010072,6,"B33","privé - sans psg",247,10,"F"
1003819,24,"G11","privé - psg",458,6,"R"
1002869,30,"I22","publis - communales",1659,10,"R"
1029955,31,"K12","publis - communales",1576,3,"F"
1014963,13,"G50","privé - sans psg",360,10,"F"
1022089,19,"D11","publics - domaniales",222,8,"F"
1000260,7,"A21","privé - sans psg",85,5,"R"
1013177,15,"G90","privé - sans psg",576,10,"R"
1016686,14,"B51","privé - psg",149,8,"F"
1028619,33,"B43","privé - sans psg",185,7,"R"
1007844,39,"G22","privé - sans psg",1024,3,"R"
1014408,35,"C30","publis - communales",379,8,"F"
1021628,21,"F15","privé - sans psg",164,10,"F"
1011443,12,"A13","publics - domaniales",235,8,"F"
1015102,22,"A22","privé - sans psg",61,9,"F"
1001727,16,"G50","privé - sans psg",602,10,"F"
1012420,21,"B53","privé - psg",364,0,"R"
1031374,11,"F15","privé - sans psg",183,10,"F"
1002500,17,"C30","publis - communales",212,9,"F"
1000414,14,"A13","privé - psg",146,9,"F"
1017332,40,"H30","privé - sans psg",972,9,"F"
1030742,31,"C51","privé - sans psg",315,8,"F"
1018216,18,"D11","privé - sans psg",688,10,"R"
1004927,40,"C20","publis - communales",318,7,"F"
1023756,27,"A11","privé - sans psg",213,9,"F"
1006364,18,"F30","privé - sans psg",106,9,"F"
1031326,22,"B41","privé - sans psg",111,10,"F"
1025553,8,"F21","privé - psg",29,5,"R"
1001225,33,"C20","publics - domaniales",265,8,"R"
1008464,29,"G13","privé - sans psg",608,7,"F"
1014870,10,"B31","privé - sans psg",85,9,"F"
1028398,49,"E20","publis - communales",851,9,"F"
1025160,15,"B42","privé - psg",92,9,"F"
1027542,41,"I21","privé - psg",1571,10,"R"
1001666,18,"F15","privé - sans psg",99,3,"F"
1021518,43,"C20","publics - domaniales",306,4,"F"
1030600,42,"J23","privé - sans psg",50,7,"R"
1030217,22,"G22","privé - sans psg",864,0,"R"
1015742,8,"C20","publics - domaniales",366,8,"F"
1010827,11,"B33","publics - domaniales",146,9,"F"
1023422,15,"F40","privé - sans psg",394,9,"F"
1029424,16,"B70","privé - psg",195,6,"R"
1014449,48,"H10","privé - sans psg",832,9,"F"
1010426,17,"G22","privé - sans psg",927,9,"R"
1015113,12,"F21","privé - sans psg",130,5,"R"
1025994,23,"J22","privé - sans psg",538,2,"R"
1001382,9,"H41","privé - sans psg",1489,10,"R"
1029800,15,"B92","privé - psg",261,9,"F"
1014116,14,"F21","privé - psg",37,0,"R"
1001639,19,"G13","privé - sans psg",681,10,"F"
1013585,42,"H21","privé - sans psg",1784,3,"R"
1010905,26,"G60","privé - sans psg",1065,7,"R"
1017739,12,"A13","privé - psg",163,4,"F"
1006971,27,"F30","privé - sans psg",151,10,"F"
1015046,13,"B70","publics - domaniales",135,9,"F"
1008121,34,"G12","privé - sans psg",486,8,"F"
1016029,50,"H30","privé - sans psg",994,0,"F"
1019817,22,"A30","privé - sans psg",69,10,"F"
1005575,43,"H21","publis - communales",1217,8,"F"
1026817,19,"C51","publis - communales",199,9,"F"
1014954,4,"F21","privé - psg",53,5,"R"
